Gene.names,B.memory_activated,B.memory_steady.state,B.naive_activated,B.naive_steady.state,B.plasma_steady.state,Basophil_steady.state,Eosinophil_steady.state,mDC_activated,mDC_steady.state,MO.classical_activated,MO.classical_steady.state,MO.intermediate_steady.state,MO.nonclassical_steady.state,mTregs_activated,mTregs_steady.state,Neutrophil_steady.state,NK.bright_activated,NK.bright_steady.state,NK.dim_activated,NK.dim_steady.state,nTregs_activated,nTregs_steady.state,pDC_activated,pDC_steady.state,T4.CM_activated,T4.CM_steady.state,T4.EM_activated,T4.EM_steady.state,T4.EMRA_activated,T4.EMRA_steady.state,T4.naive_activated,T4.naive_steady.state,T8.CM_activated,T8.CM_steady.state,T8.EM_activated,T8.EM_steady.state,T8.EMRA_activated,T8.EMRA_steady.state,T8.naive_activated,T8.naive_steady.state,Th1_steady.state,Th17_steady.state,Th2_steady.state,Majority.protein.IDs,Uniprot,Symbol,hclust_order
CD96,0,294.25,2029.25,0,31695,0,29264,3150,4458,32245.66667,1507.5,9425.25,2975,1275.666667,4071,60631,56106.66667,7638,66279,5388.75,14076.66667,3338,8135.25,8608.75,11845,9920.5,6388.5,10990.5,11731.5,12947.75,26596,5062.75,7335,11211.25,18583.75,15067.25,19672,2587.75,11253.5,5921,2915,9517.5,10735,P40200;E9PEJ1;P40200-2;Q8WUE2,P40200,CD96,215
CLEC2B,0,0,2250,0,0,0,3231.75,0,6192.5,22978,0,3463.25,9983.25,3630.333333,0,49930,44904,1941.25,39682.33333,7436,10211.33333,0,8396.5,0,28937.75,0,15089.25,0,20540,0,17353,0,18620.25,0,24926.5,19710.75,20239,2947.75,18018.75,0,0,0,0,Q92478;F5H631,Q92478,CLEC2B,216
IL2RG,1420.5,0,6635.75,187.25,0,0,4689.25,4073.25,339.75,4995.666667,2926.25,0,9882.75,0,54,63250,29816.66667,2015.75,52490.33333,2534.5,15077.66667,0,10843.5,629.25,29943.5,116,29978.25,1175,27866.25,0,15721.5,405.75,23466.5,0,34833.5,4104,14944.5,2137.75,19329.25,1461.25,0,271.75,182.5,P31785;D6RDW9,P31785,IL2RG,217
ITM2C,12176,5092.75,16176.25,11530.5,5709.5,4637.75,9548.5,53781.5,19418.5,0,14605.25,4578.5,5785,2340,2470.75,81872,2940.666667,13250.75,35617,4698.25,0,12855,12312,34128,965.5,0,3211.75,8046.75,10800,16766,2851.5,0,16351.5,3367.75,4473.25,6824.5,12528.25,5073,14118.75,2956.25,1457.5,0,0,Q9NQX7;C9JG41;Q9NQX7-2;Q9NQX7-3;B8ZZM6;F5H4I5;E7EUS6,Q9NQX7,ITM2C,218
KIAA2013,17764.25,6090.5,22825.5,5323.5,10028,4655.75,6921.5,24010.5,28716.25,27648,38372.5,45121.5,41585,0,8218.75,66959.5,19568.33333,9405.75,25645,12534,19240,6513,17401.5,31088.25,17490.25,6360,18534,10909.5,21404,5010.25,7736.25,4443.25,16258.75,7524,17609,7880,11234.5,10590,15440.75,5360,5551.75,7195.75,6056.75,Q8IYS2;Q8IYS2-2,Q8IYS2,KIAA2013,219
CLEC10A,1379.5,0,0,0,0,3787.25,1331,1767,95505.25,2718.333333,7430.5,2274.75,1718,0,1500.25,0,1641.666667,3589.25,988.3333333,0,0,3982.75,0,2961.25,0,0,7139,0,4916,2473.5,0,0,6449,1116.5,0,3517,2512.5,2958.75,729.25,6567.25,2152.75,0,0,Q8IUN9,Q8IUN9,CLEC10A,220
MRC1,713,126.5,9,9,229.25,58,175,283.75,41883,29.33333333,364.25,985,191,0,2.5,1252.75,1109.666667,153.75,7.666666667,77.75,97.33333333,625.25,141.75,141.5,55,474,752.5,76,420,467.75,524.5,718,1089.75,22.5,1459,70.5,253.25,301,897.75,35.25,17.5,133.5,637.25,P22897,P22897,MRC1,221
CLEC17A,11596.5,46.25,72875.5,0,0,4572.75,7811,36179.75,18715,5716.333333,5400,509,0,7546,13980.75,0,30925.33333,5484.75,30169,1894,39317.66667,2414.75,15417.5,11893.5,8360.75,531.75,19200,2822,20245,0,15149.75,3430.5,36890,14711.75,12461.75,0,8468,0,283.5,13204.5,4886,3402.25,10470.5,Q6ZS10;Q6ZS10-3,Q6ZS10,CLEC17A,222
ITGA2,3882.75,564.75,2602.25,43,773.25,309,46.25,2722.5,1541.25,311,5352.25,4115.25,1682.5,0,72.75,1076.25,6879,1545.25,56413,153.75,2563.666667,920.25,1529.5,1395,2356,1439,6550.25,501.25,1773.25,467.25,3152.75,1244.5,831.5,807.25,2270.5,551.75,283.5,505,976,262.5,562,1260,1213.5,E7ESP4;E7EMF1;E9PB77;P17301,P17301,ITGA2,223
KIR3DL2,0,0,121.25,0,0,457.5,0,0,673.5,0,420.25,0,744.75,0,0,0,4457.333333,409.25,71392.66667,2770,0,1126.75,0,370.75,0,0,0,0,0,1919.75,0,0,178.25,549.75,0,483.75,160,1537,353.75,169,246.25,151.75,0,P43630;P43630-2,P43630,KIR3DL2,224
CD244,836.25,187.5,0,0,1542.75,22841,4514.75,1358.75,5598.5,0,4835,22548.25,14506,0,285.75,0,32837,14551.25,38108,19240.75,0,524.75,0,1081.25,0,390,1519.75,3626.5,578,4710,0,0,0,2817.5,2212.75,13991.75,4783.75,12094.25,545.25,373.75,0,2661.25,771.75,Q9BZW8-2;Q9BZW8;Q9BZW8-3;Q9BZW8-4,Q9BZW8,CD244,225
JTB,0,3318.5,985.75,8850.75,6591,11558,0,0,2169.75,2073.666667,14295,10370.25,8237,0,5276.25,0,13252,3502.75,28302.66667,12756.25,0,870.25,0,24161.25,0,3013.5,4242.25,2893.75,6779.75,2619.75,2604.25,4093.75,5394.75,4233.75,16849.75,6684.25,17528.75,3933.75,11262.5,3055.5,4487.5,4772.25,3891.75,O76095;O76095-2,O76095,JTB,226
KLRK1;hCG_2009644,3969.25,0,2990.5,0,0,834.75,941,4410.25,0,0,0,0,0,0,0,0,31893.66667,15642.5,37195.66667,6938.25,3790.333333,0,9042.75,0,9763.75,1879.75,10040,0,28623,198,0,3807.5,11008.75,10279.25,15924.75,9384,20092,10209.75,13646,7614.5,0,2177.25,0,P26718;A0A024RAP8,P26718,KLRK1,227
TGFBR1,2593.25,111.5,1042.25,152,549.25,22321.75,10418.5,3791.5,1692.5,3179.666667,395,662.75,0,358.6666667,179,20606,41669,4148.75,62048,4740.5,3172.666667,1013.25,2683.5,2953,3790,342.25,4352,762.25,10204.75,528.25,3804.75,677,2924.5,651.25,7526.5,2959,9072.5,2456.75,7211.75,496.25,296,894.75,575.75,P36897;P36897-2;P36897-3;F8W1R9,P36897,TGFBR1,228
HAVCR2,0,5475.75,3041.5,0,4087,10696.75,0,0,38557,0,13831,24369.5,35583.25,0,585.75,3491.25,56247,18748.25,40851.66667,17385.5,3487.666667,0,2970.75,1806.25,14201.25,859,15066.25,0,17347.5,2906.75,15607.75,0,7020.75,0,6300.25,0,6774.25,562,29219.5,49.5,0,975.5,2203,Q8TDQ0;E5RHN3;Q8TDQ0-2,Q8TDQ0,HAVCR2,229
CD69,1856.25,1245.75,2944.75,10683.75,0,13084.75,6538.75,0,5323.5,3498.333333,15124.75,22824.5,14858.25,0,3104.25,1229.5,29211.33333,6350.25,20361,834.25,12427,4700.25,46608,0,5801.25,0,8079,175.5,6020.25,7793.25,1355.75,1374.75,7992.25,860.5,13302,3111.5,32022.25,5990,11407.75,0,3369.25,0,0,Q07108;B4E009,Q07108,CD69,230
KIR2DL4,2229.25,0,0,0,0,2941.75,4234.25,18583,0,6659,5010.25,11679.5,2639.5,0,2828.75,0,33413,5176.25,6441.666667,1879.75,2372.333333,0,0,0,3121.75,0,0,0,0,0,0,0,0,1427.25,0,0,424.75,0,255.5,0,1720,0,0,Q99706;Q99706-3;A8MT18;E7EST5;Q99706-5;Q99706-4;Q99706-2;A0A0B4J1S6,Q99706,KIR2DL4,231
ITGA1,2738,0,2523.5,411.5,1042,31.5,0,1061.75,351.25,5428.333333,940,359,0,611.3333333,0,0,51513,232.25,26191.66667,1606.75,757,563.25,590.25,670.5,2208,2597.5,3862.75,3582.75,2406,498,82,2414.75,294.75,870.5,1974.5,672,644,1940,0,976.75,518.25,860.75,1649.5,P56199,P56199,ITGA1,232
NCR2,0,0,0,0,0,457.25,0,0,0,0,0,0,0,0,0,0,62881.33333,0,14777.66667,828,1564.666667,0,1777,0,1241.5,0,0,0,1484.5,0,0,0,0,0,432.25,0,632.5,0,699.75,522.25,1943,0,0,O95944;O95944-3;O95944-2,O95944,NCR2,233
PVRL1,15926.25,0,36595.5,0,0,11999,0,754.5,2722,17910,40045.5,7886.75,0,547,455,5761,4542.666667,0,0,1657.5,0,5299.25,39900.25,6377,1997.25,0,605.25,5139.75,0,63433.25,2550.25,0,2388,274.5,4032.25,0,0,3366.25,3933,0,1929.25,7128.5,8084.5,Q15223;Q15223-3;Q15223-2,Q15223,PVRL1,234
ST3GAL1,4734.75,4937.5,3987.75,4255.25,722.25,3376.75,3239.75,28222,3120.25,54125,8599,11618.5,17458.5,881,2770.5,0,12596.33333,6903.75,19065.66667,4181.5,4843,969,3296.75,10113.75,29129.25,2282,37224.75,1320.75,24061.5,2329,9128.25,1246.25,18877.5,4132.75,17270.5,3565,18186.75,2413,12807.25,4870.25,5146,1607.5,4354.25,Q11201,Q11201,ST3GAL1,235
ADAM19,1890.75,135,3290.5,143,2153.75,5107.5,1951.75,38319,2627,17041.66667,2691.25,6641.75,9068.25,600.6666667,291.75,42876.75,5259.666667,1155.75,53430,0,2264,1469,8398.75,2720.75,7634.25,0,12576,0,5863.5,4144.25,6740.75,4548.75,475.5,1860,747.25,2242.5,26597,63.5,1872.75,0,4832.5,1156.5,3088.25,Q9H013;Q9H013-2;H0YC66,Q9H013,ADAM19,236
CPD,385.25,1842.5,2071,12503,567.5,4943.5,911,74823,1473.75,19389.66667,16916,1785,1113.75,48,457.5,2473.5,20722.66667,550.75,34781,905.25,0,126,315.75,697.25,13122.25,469.25,5559.5,596.75,711.75,496.5,652,377,719,124.75,2156.75,923.25,411.25,743.75,1169.75,661.5,587,324.75,206.75,O75976;O75976-2,O75976,CPD,237
TNF,0,0,0,0,0,0,0,58697.5,0,29781.66667,0,0,0,1797.666667,0,0,0,0,52166.66667,0,0,0,0,0,9740.5,0,2865.25,1722,1832.25,0,0,0,1070.75,0,0,0,1182,0,2463.25,0,3543.75,0,0,P01375,P01375,TNF,238
PIK3IP1,0,0,0,2254.25,2802.5,39331.25,1647.5,0,1433,0,1336,0,1978.5,0,11416,0,0,5309.25,0,1275,4014.333333,11550.75,0,486,0,9537.25,0,5940,0,4780.25,2600.25,4591.75,0,3998.5,1953.5,2790.5,1721.25,16783.5,4850.5,8679,8564.25,7599.5,6633.25,Q96FE7;Q96FE7-4;Q96FE7-5;Q96FE7-2,Q96FE7,PIK3IP1,239
LSR,0,2385,5781.75,16010.25,5509.75,4713.25,7230.75,0,2766.75,0,14160.5,5883,2931.25,690.3333333,1858.75,9730.75,9099.333333,4761.25,477,0,29290.33333,3737,1766.75,1308.5,4534.5,5271.75,3967.5,1344.5,2619.25,4887,165.75,1289.5,9150,6022.5,5789.5,3339.5,301,2965.25,7001,5361.5,7258.75,2756.5,2857,Q86X29;S4R3V8;Q86X29-4;Q86X29-6;Q86X29-5;Q86X29-3;Q86X29-2,Q86X29,LSR,240
NEGR1,11728.5,0,0,0,0,18597.75,13637.75,7471.5,11376,0,10051.5,6977.5,5637.75,6830,8171.25,0,1469.333333,2692.5,5343,1369.5,10121,9267,9617.75,11670.75,1702.25,1845,11170.5,663.75,12316,6986.25,2514,0,0,2948.5,13801.5,4943,3351,3870.25,874.25,3178.25,1161,2230.25,5862,Q7Z3B1;F6X2W2;Q7Z3B1-2,Q7Z3B1,NEGR1,241
TM7SF3,3690.5,1038,4166.5,898.25,437.75,15704.5,30265.5,1372.25,0,0,6459.25,2533.5,3389.25,0,1731,6070.5,7844.333333,2871.25,5889,3657.25,2241.333333,262.25,806.75,1820.75,2377,0,2494.25,890.5,3010.25,1034.75,404,0,1265,798.5,2918.5,1634,1280.75,907.75,743.75,289.75,567.75,0,562.5,Q9NS93,Q9NS93,TM7S3,242
CD160,0,0,0,0,0,0,0,0,0,0,0,320.75,0,0,0,0,0,2784.75,0,38907,0,0,0,881,0,0,0,1119.75,0,2414,0,0,539.75,324.25,0,5661,0,17011,3906,0,0,0,0,O95971;B8PRF2,O95971,CD160,243
LY6E,0,1256.75,0,687.25,0,0,0,0,0,0,0,0,28336.5,0,2129,0,0,8678.5,0,10032.25,0,2618.75,0,0,0,0,0,12164.75,0,1782.5,0,0,0,3402.25,0,3678,0,3922.5,0,0,0,5320.75,2529.5,Q16553;E5RI58;E5RIQ1;E5RI33;E5RGI6,Q16553,LY6E,244
FCER2,17209,6399,24720.25,21826.5,3112.75,0,219.75,0,0,0,13834.75,0,200,0,422.25,10004,0,0,0,0,0,0,0,0,0,0,505.75,0,0,0,0,0,0,384,0,339.5,0,0,0,332,0,0,0,P06734;K3W4U1,P06734,FCER2,245
LRRC15,0,654.25,0,0,0,0,0,0,246.25,0,37344.75,314.25,0,0,0,0,0,0,0,0,0,0,0,0,255.5,0,0,0,0,0,0,0,0,0,0,0,0,46.25,0,0,0,0,0,Q8TF66;Q8TF66-2,Q8TF66,LRRC15,246
PDGFRB,0,933.25,0,2080,0,0,0,0,1628.75,0,23198.25,8918.5,8072.5,0,0,0,1099.333333,0,17156,6487.25,0,0,0,4127.5,3094,2903.75,0,3189.25,0,620.75,0,1207,0,880.5,2109.25,1628,0,2647.5,727.25,3160.5,0,3158.5,1604,P09619,P09619,PDGFRB,247
SELP,48,613,0,205.5,807.5,631.25,0,84.75,98.25,156.3333333,22934.25,21759.75,6881.75,0,109.75,0,0,63.25,0,24.25,50.33333333,205.5,37,365,47,178.5,37.25,248.75,45.75,100.5,11.25,116.5,0,92.5,0,3,166.75,124.75,0,14.5,422.5,53.25,133.75,P16109;Q5R349;Q5R345;Q5R341;Q5R342;F6VVT6,P16109,SELP,248
ESAM,0,127,0,628.75,0,3256.25,0,0,677.5,0,14410,8003,14267.75,499.3333333,3411.75,0,0,2074.5,0,340.5,0,2459.5,415.75,346.5,2243.75,2526,1921.5,2465.5,1471,601.25,2344.5,4440,0,3759.25,1172,4647.5,0,1489.5,0,547.75,1521,2005.5,7256.5,Q96AP7;F8WDW9,Q96AP7,ESAM,249
C1orf85,0,0,0,0,0,7514.25,830,0,377,11653.33333,8072,11725,6824.25,0,0,0,3042,2307.75,5799.333333,2848.25,0,0,0,371.25,0,0,0,0,0,0,0,0,1699.5,0,2226.25,730.25,276.75,257.75,550,0,186,383.5,0,Q8WWB7;A0A087X0W3;Q8WWB7-2;V9GYX8;A0A087WV34,Q8WWB7,GLMP,250
TLR5,854.25,0,2231.5,294.25,1141.25,0,0,2682.5,1677,3990,8106,9977.5,5979.75,0,2131.75,0,0,0,3417,1854,0,1289.25,1247.75,2025.25,0,1202,0,1213,737.5,924.25,1076,0,0,952,1656.5,2032.25,2587.25,2307.25,0,808.75,816.5,0,1080.5,O60602,O60602,TLR5,251
TNFSF13B,0,12319.75,2041.75,6672.5,0,777.5,2672,0,11818.75,0,5487.75,0,1857.75,0,3452.75,22128.5,0,0,0,1746.25,0,2626.75,1491.5,23979,1526.5,1344.5,0,0,0,0,0,0,0,0,0,0,0,1985.75,0,65.25,0,1466.5,0,Q9Y275;Q9Y275-2,Q9Y275,TNFSF13B,252
MILR1,0,2138,299.5,1174.5,0,17463.5,246.5,0,10511,0,5461.25,10183.25,4844,0,404.75,0,0,0,0,0,639.3333333,801.25,0,18197.75,0,0,0,0,237.25,226.5,4421.25,0,0,1311.25,0,0,0,0,0,0,1023.5,0,0,Q7Z6M3;Q7Z6M3-2;A0A087WVL4;Q7Z6M3-3,Q7Z6M3,MILR1,253
NRP1,0,417.25,0,347,285.25,2460.75,231.25,8687.5,147,2205.666667,0,0,0,0,200.75,0,1971,0,424.6666667,76.75,0,0,2341.75,35374.5,794,0,56,0,2624.5,67.75,929.75,0,204.5,180.75,682.25,363.75,622.75,0,51,27.5,0,1188.25,110.75,O14786;E9PEP6;E7EX60;Q5T7F0;O14786-3;O14786-2;Q5JWQ4;Q5JWQ6,O14786,NRP1,254
TMEM161A,567.75,428,729.5,384.5,1508.5,1154.75,430.5,423.75,5847.75,5054,1966.5,2682.5,2126.5,0,1050.25,0,1287.333333,2321.75,2198.333333,2361.25,316.6666667,1463,7042,25012.75,2862.5,1283,2450.75,1774.5,2030.75,1749.5,376.75,503.75,4835.25,485,2893,982.25,1829.75,1191.5,4024.75,155.5,672.75,1178,568.75,Q9NX61;U3KQT6;K7EPA3;Q9NX61-2;K7EQ34;K7EQE7,Q9NX61,T161A,255
LAMP5,0,389,1336,0,0,0,0,0,0,0,0,0,0,0,370.25,0,0,0,1110,0,0,0,1384.75,27822.75,0,0,0,0,0,0,1962.75,0,1146.25,0,954,0,833.75,268.75,1172,0,0,0,0,Q9UJQ1;Q9UJQ1-2,Q9UJQ1,LAMP5,256
PLXNA4,945.75,589.5,906.75,83,278,353.75,486,752.75,2720.25,2168.666667,1266.25,1877,1110.25,0,131,624.5,5423.666667,1853.75,762.3333333,410.5,1628.666667,114.75,2477.75,20690,450,2252,1769.5,711,1516.75,309.75,4060.5,1242.25,286.5,314.75,259.5,567.75,2930.75,218,1412.5,0,1703,1390.75,2664.5,Q9HCM2,Q9HCM2,PLX4,257
CDH13,0,0,0,10104.25,15972.75,5264.25,2861.75,0,5179.5,3628.666667,8823,0,4039.5,8153.666667,1556.75,0,5543.666667,7327,3177.666667,2100.75,0,4760.5,231.5,5182.75,9403,6191.25,1391.25,7527.5,854,1789.5,12212.25,3444.25,9880.5,3792,4974.5,4084,6664.25,1637.5,2730.25,5503.75,0,5799,4868.5,P55290-4;P55290;A0A0A0MTR1;A0A087X0X6;P55290-3;P55290-2;P55290-5,P55290,CDH13,258
CD109,1176,541.75,1638,0,2012.25,3465,1525.75,5614,2076,0,1414.75,1412.75,4384.75,1377.666667,1433,2122.5,4287.333333,540.25,8465,1629.75,3110,964,926,563.5,14891.5,683.5,12604,1334.75,8105,637.25,24359.5,0,5247.75,1784.75,4517,3127.5,1778.5,121.5,4521.75,1160.75,570.75,108,1011.75,Q6YHK3;Q6YHK3-4;Q6YHK3-3,Q6YHK3,CD109,259
CTLA4,0,0,0,0,0,0,5129,0,0,0,2594.25,9010,1023.5,0,3354.75,0,8260.333333,2146.5,9330.333333,0,8593,0,0,0,0,0,2454.25,0,9908.25,0,8868.75,0,5973.75,0,9226.75,0,6608,512.25,11325.75,1070.5,3350.75,0,0,P16410,P16410,CTLA4,260
LDLR,1629.25,0,3655.5,0,584,0,0,8582.25,0,3208,2010.25,7999.25,1807,0,0,0,5322.333333,3527.25,9961.666667,1513.75,5258,1243.5,4478.75,0,7467,0,13653.75,0,7825.5,1324.75,6872,0,8446,0,11833.5,0,6709.25,949.75,10565.25,0,156.5,712.25,1281,P01130;J3KMZ9;P01130-3;P01130-6;P01130-4;P01130-5;P01130-2,P01130,LDLR,261
IL10RB,6801,1488.25,15641.5,1615.5,708.5,5337.5,961.25,0,2090,1573,7644.5,898.5,4425.25,0,911,17632.25,0,2022.25,0,1679.25,0,0,0,2173.25,3030.75,1342.5,409.25,434.75,304.25,346,2575.75,491.75,422,319,2148.5,1744,0,0,1551.75,1716,508.75,1450.25,1759.25,Q08334;H7C0Z5;H0Y3Z8,Q08334,IL10RB,262
JAM3,1550.5,4450.25,3318.75,1775.75,1852.75,9486.75,777.5,1131.25,0,0,4756.25,0,9040.5,0,3437.75,23735,824.6666667,1347.75,455.3333333,0,1054.666667,1504.5,1925.75,632.5,3017,782.75,10063.5,4097.75,11565.25,265.75,4134,1088.5,2131,64.75,172,1247,197.75,1608,1251.25,2464.75,1794.75,2740.25,3391.25,Q9BX67;Q9BX67-2,Q9BX67,JAM3,263
KIR2DL5A;KIR2DL5B,0,0,0,0,3041.75,4259.75,1783.25,1781.25,0,0,0,0,1616.25,0,0,15646.5,1574.333333,0,6416,1399,14354.66667,0,0,0,4884.5,0,5267,0,4957.5,0,1879.75,0,1560.75,0,766.5,0,1322.5,4218.5,1026,0,1078,0,0,Q8N109;Q8NHK3,Q8N109,KIR2DL5A,264
CSF1,0,0,0,0,17128.5,9336.25,5317.5,0,193.25,0,287,11151,0,0,0,17959.25,1506,62,8823.333333,0,0,0,166.75,1400.5,0,587.5,5258,1483.5,0,0,0,0,590.75,259,241.25,1180.25,233.75,1059.75,0,0,0,1454.25,1745.25,P09603;E9PJA2;P09603-3;P09603-2,P09603,CSF1,265
LPL,0,0,6028.25,0,20175.75,95.25,0,1483.5,837,0,1370.5,490.25,639,0,522,9142.75,2533.333333,745.75,0,672.75,0,284.25,0,0,4211.75,119,3388.75,637.75,3495,1319,851.5,0,730.25,0,0,0,0,394,0,357.75,0,1450.75,0,P06858,P06858,LPL,266
ST3GAL4,2713.25,663.25,0,0,0,4711.5,0,7758.5,16093.5,10984.33333,0,13974.25,4321.5,0,6776,6694.25,2114,1267.75,0,0,10213.33333,14399.25,2321.25,11960.5,12102.75,2782.75,6315.25,1419.75,1999,3283,0,1072,0,3021.75,0,4707.75,0,0,0,743.25,0,4927,1513.25,Q11206;Q11206-7;Q11206-3;Q11206-6;Q11206-5;Q11206-2;Q11206-4;E9PQZ2,Q11206,ST3GAL4,267
LYVE1,0,0,0,0,0,0,0,0,0,15914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q9Y5Y7,Q9Y5Y7,LYVE1,268
FAIM3,8923.5,700.25,2361.5,1435.75,178,581.25,1534,0,908.75,21633,834.5,0,1045.75,0,641.25,0,0,204.5,0,337.5,6145.333333,624.5,4576.75,3499.75,3840.25,0,709.75,0,159.5,444.75,0,144.25,0,0,162.25,110.75,0,560.25,719.75,201.75,511,0,0,O60667;O60667-2;O60667-3,O60667,FCMR,269
PAM,2989,451.5,5463.5,290.25,2960,279.5,3758.75,3158,0,25129.33333,5928.75,407.5,0,472.3333333,298.75,0,0,635,52.33333333,290.5,3988.666667,516.5,2852.25,1161.25,2961.5,0,3302.75,355.5,2585.5,674.5,653.5,24.5,629,644,163.25,1701.25,0,1480.5,0,749.5,0,28.5,0,P19021;P19021-5;P19021-4;P19021-3;P19021-6;P19021-2;H7BYD9,P19021,PAM,270
TGFBR3,0,204.75,0,393,3001,0,0,1119.75,2092.25,15183,0,1542,0,0,528.25,0,5819.666667,4720.75,2482.666667,4823.25,0,0,175.5,1258.75,1410.25,0,1565,1439,1503,2620.25,5807.25,228.75,5435.5,998.25,4523.75,2981,733.5,4346.75,10132,0,0,271.5,2219.75,Q03167;Q03167-2,Q03167,TGFBR3,271
CDCP1,0,929.75,0,843.5,9450.5,0,369.5,0,1918.75,10601,0,6118.25,4649.5,776.3333333,232.75,11647.5,12175,975.25,0,0,2899.333333,0,0,5036.25,283,0,1534,0,0,3277.75,1326.25,0,1546,0,0,666.5,3077,669,2440.25,809,0,0,0,Q9H5V8;Q9H5V8-2,Q9H5V8,CDCP1,272
FNDC3B,0,264.25,0,834,6957.75,353.25,0,7626,304.75,13227.33333,970.75,7238.5,3160.5,3321.666667,2491.25,7765.5,1550.666667,81.5,3281,781.5,651,1625.5,689,4357,0,94.25,1480.75,498,285.75,412.25,679.5,166.25,1166.5,947,634.75,80,31.75,558.5,384.5,393.5,316.25,144,45.75,Q53EP0;Q53EP0-2,Q53EP0,FNDC3B,273
EFNB1,0,906.75,0,0,0,0,0,1682.25,20216.75,9808,428.25,3678,9487,0,573.75,0,700.3333333,1297.25,0,459.25,1187.666667,264,0,173,0,574.75,0,411.75,0,0,304.5,0,3472.5,0,2220.75,0,446.25,622.5,0,204.25,430.5,0,0,P98172,P98172,EFNB1,274
TMEM9B,0,0,0,674.25,0,575.5,0,1027.25,15747.25,0,0,1707.5,4557.25,0,0,0,2929,645,0,5747.25,0,0,0,10429.25,0,597,0,0,0,799.5,0,0,933,1399.75,665.5,1892,0,650.75,0,1142.75,0,901.5,709.75,Q9NQ34;Q9NQ34-2,Q9NQ34,TMEM9B,275
CHL1,1886.25,1386,4814,1485.25,0,0,942,4665.5,2364,0,0,7220.5,12772.5,0,3341.25,0,710,1662.5,550,1709.75,2918.666667,3615.5,2804.5,2293.75,3746,0,0,1048.25,752.25,1666.5,2372.25,0,10410.25,399.5,531.75,3223.25,1239.5,5161.5,7567.75,0,0,613.25,813.25,A0A087X0M8;O00533;O00533-2,O00533,CHL1,276
PTPRO,0,532.5,0,554.75,704,28,593,0,5022,1527.666667,2448.25,10899,13734.25,0,264,0,0,712.75,0,121.5,1048,772.25,1436.25,8553.5,972.25,579,1722,271.75,359,315.75,3998.5,46.75,1716.75,2759.75,1038,1233.75,1132.25,415.75,860.5,287.25,1004.75,207.5,388.5,Q16827;Q16827-2;Q16827-4;Q16827-3,Q16827,PTPRO,277
C6orf89,0,0,559.25,0,0,891,1139.25,0,4129.75,0,2492.5,3896.75,10608,0,5061.25,0,0,4475.75,1059.333333,1810.5,1911.333333,1574.5,0,5877.5,0,1017.75,0,1678.25,1262.75,186,1177.25,546,1960.75,1761,1791.5,2062.75,1202.5,409,1432,1383.25,464.75,1390.75,1302.75,Q6UWU4;Q6UWU4-2;Q5TDC5,Q6UWU4,C6orf89,278
MR1,0,728.25,0,156.25,0,122.5,798.25,0,1181.75,0,3553.25,7575.25,16154.75,0,3742.25,0,1904.333333,3197.5,0,6053.5,1954.333333,1036.75,0,2817.5,1660.25,4020.75,1505.5,4653.75,0,1124.5,0,708,3635.5,1444,1386.75,2622.5,1265,2424.5,3725,912.25,2204.5,2121.75,2433.5,Q95460;Q95460-2;Q95460-3;Q95460-4,Q95460,MR1,279
NRCAM,6497.75,0,5636,1544.5,0,3905.25,2678.75,0,7510,11562.33333,7672.5,14050.25,9169.75,0,2906.25,4235.75,0,3110.25,3095.333333,2180.25,15665.33333,1039.25,6002.5,3453.5,0,2908,6076,1084,5927.75,1163.25,0,1512.25,0,3388.25,0,4867.5,0,3586.75,0,4026.75,663,2954.25,4735.5,Q92823;C9JYY6;F8W775;Q92823-3;Q92823-4;Q92823-6;Q92823-2;Q92823-5;A0A087X2B3,Q92823,NRCAM,280
GPR180,1963.5,0,2454.25,1108,0,7046.75,928.5,1310,2854.75,0,7853.75,5521.25,7843.75,0,3673,0,6441.666667,3377.75,10421.66667,3274.25,4135.666667,2193.75,4794.75,5682.75,8173.75,2882,5569.75,2377,9295,725.25,3448,2961,6153,2716.25,4569.25,3917.5,4210.75,3257,3699.75,2049.75,1607.5,3536,2258.5,Q86V85,Q86V85,GP180,281
TMEM87A,3945.25,1167.25,4937.25,350.5,0,4653.25,440,5575.75,8098.75,1642,9691,11445.75,13218.75,0,2180,0,7090,4868,7075.333333,2571,4155.333333,1063.25,4043.5,8075.75,5687.75,2809.25,6847.75,3013.25,4619.75,502.75,3007,2162.5,3707.75,1718,2198.75,1920.25,2483.25,577.75,3283.25,1235.5,2253,1981.25,2131.5,Q8NBN3;Q8NBN3-3;Q8NBN3-2,Q8NBN3,TM87A,282
BTN2A1,3832,1131.5,11326.75,1300.25,744.75,3899.5,4839.25,3388.25,8817.75,3518,10381.5,2833.5,10743,0,4477,5291.25,11354.33333,2964.75,8165.666667,1846,4624.333333,3508.5,4997.5,8750.25,0,244,4941,1457.75,5223.25,588,5491.5,0,910.5,1217.5,4317,1697,2559.5,2223,0,740.75,1356.5,470,470.5,Q7KYR7;Q7KYR7-5;Q7KYR7-1;Q7KYR7-6;Q7KYR7-4;Q7KYR7-3,Q7KYR7,BTN2A1,283
